MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ENSG00000183401.10	a	g	60327.00	-1.507	0.1319	--+
ENSG00000158864.11	a	g	60327.00	-0.542	0.5878	+--
ENSG00000148832.13	a	g	60327.00	0.637	0.524	-++
ENSG00000114405.9	a	g	60327.00	2.462	0.01382	+++
ENSG00000205808.5	a	g	60327.00	0.413	0.6797	-+-
ENSG00000119777.17	a	g	60327.00	-0.203	0.839	+--
ENSG00000197376.2	a	g	60327.00	-1.032	0.3021	--+
ENSG00000235110.5	a	g	60327.00	1.025	0.3055	+-+
ENSG00000166925.7	a	g	60327.00	-1.473	0.1408	---
ENSG00000180259.8	a	g	60327.00	0.225	0.8223	++-
ENSG00000187123.13	a	g	60327.00	-0.716	0.4738	+--
ENSG00000172164.12	a	g	60327.00	0.832	0.4056	+-+
ENSG00000198003.10	a	g	60327.00	-0.726	0.468	--+
ENSG00000118960.11	a	g	60327.00	-1.836	0.06637	---
ENSG00000168298.5	a	g	60327.00	1.176	0.2397	+-+
ENSG00000006607.12	a	g	60327.00	0.030	0.9757	--+
ENSG00000147679.10	a	g	60327.00	0.018	0.986	+-+
ENSG00000178804.6	a	g	60327.00	1.336	0.1815	-++
ENSG00000135577.4	a	g	60327.00	1.333	0.1826	+++
ENSG00000164896.18	a	g	60327.00	0.556	0.5782	+-+
ENSG00000156920.9	a	g	60327.00	-3.080	0.002071	---
ENSG00000197563.8	a	g	60327.00	-1.433	0.152	---
ENSG00000165072.9	a	g	60327.00	-0.407	0.6837	+--
ENSG00000218416.4	a	g	60327.00	0.456	0.6483	-++
ENSG00000144596.10	a	g	60327.00	0.396	0.6919	-+-
ENSG00000185386.13	a	g	60327.00	1.561	0.1184	+++
ENSG00000102104.8	a	g	60327.00	0.756	0.4494	+++
ENSG00000137449.14	a	g	60327.00	1.199	0.2305	+++
ENSG00000207493.1	a	g	60327.00	-0.618	0.5364	-+-
ENSG00000131089.12	a	g	60327.00	0.215	0.8299	+-+
ENSG00000233276.3	a	g	60327.00	-1.418	0.1561	---
ENSG00000162378.11	a	g	60327.00	2.341	0.01924	++-
ENSG00000129993.13	a	g	60327.00	0.945	0.3449	++-
ENSG00000105707.12	a	g	60327.00	0.706	0.4803	++-
ENSG00000162374.15	a	g	60327.00	0.225	0.8223	-+-
ENSG00000152954.10	a	g	60327.00	0.151	0.8797	++-
ENSG00000165496.4	a	g	60327.00	0.687	0.4919	+--
ENSG00000120217.12	a	g	60327.00	-1.063	0.2876	--+
ENSG00000178597.5	a	g	60327.00	-1.165	0.2441	+--
ENSG00000198342.8	a	g	60327.00	-3.230	0.00124	---
ENSG00000214929.3	a	g	60327.00	0.498	0.6182	-++
ENSG00000111676.13	a	g	60327.00	0.378	0.7053	++-
ENSG00000277791.3	a	g	60327.00	-1.269	0.2044	---
ENSG00000272325.1	a	g	60327.00	1.640	0.101	+++
ENSG00000197943.8	a	g	60327.00	-0.074	0.9407	+-+
ENSG00000206538.6	a	g	60327.00	0.161	0.8723	++-
ENSG00000212370.1	a	g	60327.00	0.411	0.6808	+-+
ENSG00000264767.2	a	g	60327.00	1.551	0.121	+++
ENSG00000200189.1	a	g	60327.00	-0.219	0.8264	-++
ENSG00000127564.15	a	g	60327.00	0.239	0.811	-++
ENSG00000014164.6	a	g	60327.00	-0.495	0.6203	+--
ENSG00000102313.8	a	g	60327.00	-0.262	0.7935	--+
ENSG00000132801.6	a	g	60327.00	-1.686	0.09184	---
ENSG00000180573.9	a	g	60327.00	0.750	0.4532	+-+
ENSG00000256073.3	a	g	60327.00	0.526	0.5986	+-+
ENSG00000164949.6	a	g	60327.00	1.340	0.1803	-++
ENSG00000078403.15	a	g	60327.00	-0.701	0.4834	-+-
ENSG00000196569.10	a	g	60327.00	1.087	0.2768	-++
ENSG00000211793.2	a	g	60327.00	-2.128	0.03333	---
ENSG00000068078.16	a	g	60327.00	0.025	0.9804	--+
ENSG00000112379.8	a	g	60327.00	-0.140	0.8888	--+
ENSG00000131059.10	a	g	60327.00	0.564	0.5726	-++
ENSG00000039139.9	a	g	60327.00	-0.431	0.6664	---
ENSG00000267943.1	a	g	60327.00	-0.085	0.9325	--+
ENSG00000166598.11	a	g	60327.00	1.436	0.1511	+++
ENSG00000152672.6	a	g	60327.00	1.213	0.225	+-+
ENSG00000119688.19	a	g	60327.00	-0.183	0.8549	-+-
ENSG00000145703.14	a	g	60327.00	-0.751	0.4524	--+
ENSG00000117523.14	a	g	60327.00	-0.753	0.4517	+--
ENSG00000189079.14	a	g	60327.00	0.447	0.6552	+-+
ENSG00000090316.14	a	g	60327.00	-0.282	0.7779	-++
ENSG00000115539.12	a	g	60327.00	1.001	0.317	+++
ENSG00000276397.1	a	g	60327.00	-0.350	0.7264	+--
ENSG00000016391.9	a	g	60327.00	1.446	0.1483	+++
ENSG00000204548.3	a	g	60327.00	-0.924	0.3555	--+
ENSG00000105298.12	a	g	60327.00	-1.585	0.1131	--+
ENSG00000182264.7	a	g	60327.00	-1.457	0.1452	--+
ENSG00000169515.5	a	g	60327.00	0.414	0.679	+-+
ENSG00000153485.5	a	g	60327.00	-0.426	0.6699	++-
ENSG00000188290.9	a	g	60327.00	2.322	0.02023	+++
ENSG00000115255.9	a	g	60327.00	-1.002	0.3165	--+
ENSG00000139211.6	a	g	60327.00	-1.258	0.2083	--+
ENSG00000177374.11	a	g	60327.00	0.890	0.3732	++-
ENSG00000212124.2	a	g	60327.00	1.631	0.103	+++
ENSG00000258478.1	a	g	60327.00	-1.174	0.2405	---
ENSG00000125207.6	a	g	60327.00	-0.341	0.733	-+-
ENSG00000156463.16	a	g	60327.00	0.577	0.5642	-++
ENSG00000236735.3	a	g	60327.00	0.644	0.5196	-++
ENSG00000138796.14	a	g	60327.00	-0.395	0.6927	---
ENSG00000251965.1	a	g	60327.00	1.113	0.2657	+++
ENSG00000099810.17	a	g	60327.00	1.671	0.09479	+++
ENSG00000176075.7	a	g	60327.00	0.750	0.4533	++-
ENSG00000238898.1	a	g	60327.00	-1.628	0.1036	-+-
ENSG00000161944.15	a	g	60327.00	0.199	0.8423	+-+
ENSG00000130164.10	a	g	60327.00	2.114	0.03451	+++
ENSG00000244623.1	a	g	60327.00	-0.268	0.7887	+-+
ENSG00000173812.9	a	g	60327.00	1.049	0.2942	+-+
ENSG00000172893.14	a	g	60327.00	-1.376	0.1688	---
ENSG00000163632.11	a	g	60327.00	-0.975	0.3298	--+
ENSG00000069424.13	a	g	60327.00	2.440	0.01467	+++
ENSG00000005007.11	a	g	60327.00	-1.382	0.1668	---
ENSG00000143429.8	a	g	60327.00	0.322	0.7477	-++
ENSG00000172377.1	a	g	60327.00	0.577	0.5636	++-
ENSG00000113070.7	a	g	60327.00	-1.579	0.1143	--+
ENSG00000132740.7	a	g	60327.00	0.033	0.9733	-+-
ENSG00000198963.9	a	g	60327.00	0.817	0.4139	+++
ENSG00000081386.11	a	g	60327.00	0.679	0.497	--+
ENSG00000163781.11	a	g	60327.00	1.603	0.1088	+-+
ENSG00000276293.3	a	g	60327.00	2.514	0.01192	+++
ENSG00000004139.12	a	g	60327.00	-0.176	0.8599	-++
ENSG00000176555.1	a	g	60327.00	0.579	0.5627	+++
ENSG00000241935.7	a	g	60327.00	1.098	0.2721	+++
ENSG00000207002.1	a	g	60327.00	-1.551	0.121	+--
ENSG00000100280.15	a	g	60327.00	0.724	0.4692	++-
ENSG00000101489.17	a	g	60327.00	0.490	0.6243	-++
ENSG00000143412.8	a	g	60327.00	0.878	0.38	+-+
ENSG00000184232.7	a	g	60327.00	1.367	0.1717	+++
ENSG00000156298.11	a	g	60327.00	-0.895	0.3706	+--
ENSG00000183389.4	a	g	60327.00	-0.986	0.3241	+--
ENSG00000262251.1	a	g	60327.00	-0.265	0.7913	-+-
ENSG00000173894.9	a	g	60327.00	0.232	0.8162	+-+
ENSG00000160746.11	a	g	60327.00	-0.276	0.7824	-+-
ENSG00000179761.10	a	g	60327.00	0.902	0.3669	++-
ENSG00000169432.13	a	g	60327.00	-1.745	0.08092	--+
ENSG00000159723.4	a	g	60327.00	0.297	0.7668	--+
ENSG00000092607.12	a	g	60327.00	-0.042	0.9667	-+-
ENSG00000268101.2	a	g	60327.00	0.570	0.5689	+-+
ENSG00000228887.3	a	g	60327.00	1.582	0.1138	+++
ENSG00000090097.19	a	g	60327.00	2.282	0.02248	+++
ENSG00000162639.14	a	g	60327.00	1.442	0.1494	+++
ENSG00000208036.1	a	g	60327.00	2.075	0.038	+++
ENSG00000099940.10	a	g	60327.00	0.508	0.6114	++-
ENSG00000100347.13	a	g	60327.00	1.208	0.2271	+++
ENSG00000207782.2	a	g	60327.00	-1.102	0.2705	+--
ENSG00000067221.12	a	g	60327.00	1.360	0.1738	-++
ENSG00000100442.9	a	g	60327.00	-0.952	0.3411	-+-
ENSG00000126856.12	a	g	60327.00	0.690	0.4902	-+-
ENSG00000143333.6	a	g	60327.00	-2.034	0.04197	---
ENSG00000215149.3	a	g	60327.00	-0.053	0.958	-++
ENSG00000200327.1	a	g	60327.00	-0.075	0.9404	-++
ENSG00000146757.12	a	g	60327.00	-0.138	0.8906	+-+
ENSG00000163050.15	a	g	60327.00	-0.511	0.6093	--+
ENSG00000182545.6	a	g	60327.00	1.166	0.2436	+++
ENSG00000212138.1	a	g	60327.00	2.209	0.02719	+++
ENSG00000078177.12	a	g	60327.00	-2.083	0.03724	---
ENSG00000253293.4	a	g	60327.00	1.133	0.2572	++-
ENSG00000205396.10	a	g	60327.00	0.088	0.9298	--+
ENSG00000174720.14	a	g	60327.00	-1.582	0.1137	---
ENSG00000130741.9	a	g	60327.00	-13.978	2.127e-44	---
ENSG00000106392.9	a	g	60327.00	-0.231	0.8176	+-+
ENSG00000214706.9	a	g	60327.00	-0.871	0.3835	---
ENSG00000188585.6	a	g	60327.00	0.341	0.7333	+--
ENSG00000104522.14	a	g	60327.00	-1.562	0.1183	+--
ENSG00000141655.14	a	g	60327.00	1.723	0.08481	-++
ENSG00000109911.16	a	g	60327.00	-2.671	0.00757	-+-
ENSG00000186453.11	a	g	60327.00	-0.378	0.7055	-+-
ENSG00000270170.1	a	g	60327.00	1.803	0.07141	+++
ENSG00000118257.15	a	g	60327.00	1.083	0.2787	+++
ENSG00000128309.15	a	g	60327.00	0.443	0.6576	-++
ENSG00000171206.12	a	g	60327.00	0.256	0.7978	+-+
ENSG00000134138.18	a	g	60327.00	-0.502	0.6157	-+-
ENSG00000143740.13	a	g	60327.00	-0.335	0.7376	--+
ENSG00000095002.11	a	g	60327.00	-2.124	0.03364	---
ENSG00000104549.10	a	g	60327.00	0.424	0.6717	++-
ENSG00000141664.8	a	g	60327.00	-0.516	0.6058	-+-
ENSG00000116396.12	a	g	60327.00	-3.614	0.0003015	---
ENSG00000232736.1	a	g	60327.00	-1.165	0.2441	+--
ENSG00000136158.9	a	g	60327.00	0.367	0.7137	-++
ENSG00000138593.7	a	g	60327.00	0.802	0.4224	++-
ENSG00000129514.5	a	g	60327.00	0.561	0.5748	+-+
ENSG00000239356.3	a	g	60327.00	-0.802	0.4225	--+
ENSG00000132481.5	a	g	60327.00	0.556	0.578	+-+
ENSG00000164638.9	a	g	60327.00	1.736	0.08264	+++
ENSG00000103202.11	a	g	60327.00	0.347	0.7285	++-
ENSG00000172425.9	a	g	60327.00	1.554	0.1201	+-+
ENSG00000129566.11	a	g	60327.00	-1.696	0.08986	---
ENSG00000183695.2	a	g	60327.00	0.358	0.7202	-+-
ENSG00000176748.5	a	g	60327.00	-0.542	0.588	-+-
ENSG00000212511.2	a	g	60327.00	-0.710	0.4775	--+
ENSG00000156127.6	a	g	60327.00	0.642	0.5209	++-
ENSG00000063015.18	a	g	60327.00	0.864	0.3876	++-
ENSG00000139044.9	a	g	60327.00	-1.561	0.1186	---
ENSG00000132768.12	a	g	60327.00	-0.474	0.6357	+-+
ENSG00000119689.13	a	g	60327.00	0.085	0.9325	+--
ENSG00000166342.17	a	g	60327.00	1.721	0.08529	+++
ENSG00000221574.1	a	g	60327.00	-0.445	0.6564	+--
ENSG00000134533.5	a	g	60327.00	-0.729	0.4658	-+-
ENSG00000131864.9	a	g	60327.00	1.306	0.1917	+++
ENSG00000138650.8	a	g	60327.00	-1.101	0.2708	---
ENSG00000168386.17	a	g	60327.00	-0.337	0.7358	+-+
ENSG00000237149.5	a	g	60327.00	0.022	0.9824	-++
ENSG00000177548.11	a	g	60327.00	1.712	0.08685	+++
ENSG00000099139.12	a	g	60327.00	-1.645	0.09999	---
ENSG00000163607.13	a	g	60327.00	0.151	0.8796	-++
ENSG00000077942.16	a	g	60327.00	0.588	0.5569	--+
ENSG00000143158.9	a	g	60327.00	-0.469	0.639	+--
ENSG00000144867.10	a	g	60327.00	-0.613	0.54	--+
ENSG00000115232.12	a	g	60327.00	-2.559	0.01049	---
ENSG00000141858.10	a	g	60327.00	-0.410	0.6818	-+-
ENSG00000107937.17	a	g	60327.00	0.306	0.7594	-+-
ENSG00000206848.1	a	g	60327.00	3.026	0.002475	+++
ENSG00000092978.9	a	g	60327.00	2.768	0.005645	+++
ENSG00000169509.5	a	g	60327.00	0.550	0.5823	--+
ENSG00000163683.10	a	g	60327.00	-0.640	0.5224	-+-
ENSG00000105290.10	a	g	60327.00	0.201	0.8405	+-+
ENSG00000146587.16	a	g	60327.00	0.798	0.4246	+++
ENSG00000133265.9	a	g	60327.00	-0.899	0.3686	---
ENSG00000176769.9	a	g	60327.00	0.124	0.9015	--+
ENSG00000227590.2	a	g	60327.00	0.490	0.6239	+-+
ENSG00000132485.11	a	g	60327.00	0.387	0.6984	-++
ENSG00000006007.10	a	g	60327.00	0.196	0.8449	-+-
ENSG00000176312.4	a	g	60327.00	0.442	0.6586	+--
ENSG00000122490.17	a	g	60327.00	-0.311	0.7558	+-+
ENSG00000177303.8	a	g	60327.00	-0.551	0.5816	--+
ENSG00000149150.7	a	g	60327.00	1.019	0.3081	+-+
ENSG00000182973.17	a	g	60327.00	0.977	0.3288	++-
ENSG00000112195.8	a	g	60327.00	-2.728	0.006376	---
ENSG00000146021.13	a	g	60327.00	2.000	0.04545	+++
ENSG00000113889.10	a	g	60327.00	0.334	0.7386	-++
ENSG00000165322.16	a	g	60327.00	-1.611	0.1072	---
ENSG00000274717.1	a	g	60327.00	-0.567	0.571	---
ENSG00000101222.11	a	g	60327.00	1.909	0.05631	+++
ENSG00000198203.8	a	g	60327.00	0.875	0.3818	++-
ENSG00000135945.8	a	g	60327.00	0.700	0.4841	++-
ENSG00000253077.1	a	g	60327.00	-1.528	0.1265	-+-
ENSG00000158483.14	a	g	60327.00	-2.099	0.03578	-+-
ENSG00000168411.12	a	g	60327.00	0.687	0.4919	+++
ENSG00000239579.3	a	g	60327.00	-1.714	0.08651	-+-
ENSG00000002746.13	a	g	60327.00	1.335	0.182	++-
ENSG00000169684.12	a	g	60327.00	-0.645	0.5192	---
ENSG00000137106.16	a	g	60327.00	-1.447	0.148	---
ENSG00000152558.13	a	g	60327.00	0.877	0.3806	+++
ENSG00000197653.13	a	g	60327.00	0.746	0.4557	+-+
ENSG00000099917.16	a	g	60327.00	-1.353	0.1762	+--
ENSG00000106610.13	a	g	60327.00	1.351	0.1766	+++
ENSG00000132746.13	a	g	60327.00	1.364	0.1725	+++
ENSG00000115350.10	a	g	60327.00	-1.340	0.1801	---
ENSG00000074966.9	a	g	60327.00	-0.814	0.4155	---
ENSG00000099622.12	a	g	60327.00	2.262	0.02368	+++
ENSG00000116745.6	a	g	60327.00	-0.695	0.4871	-+-
ENSG00000119537.14	a	g	60327.00	1.002	0.3163	++-
ENSG00000124593.13	a	g	60327.00	1.453	0.1463	+++
ENSG00000179073.6	a	g	60327.00	-0.531	0.5953	+--
ENSG00000115415.17	a	g	60327.00	4.124	3.724e-05	+++
ENSG00000188917.13	a	g	60327.00	-2.251	0.02439	-+-
ENSG00000198758.9	a	g	60327.00	1.359	0.1742	+-+
ENSG00000178636.7	a	g	60327.00	-0.547	0.5846	-++
ENSG00000152931.7	a	g	60327.00	-0.939	0.3477	---
ENSG00000145832.11	a	g	60327.00	0.282	0.7778	-++
ENSG00000111725.9	a	g	60327.00	-0.134	0.8937	+--
ENSG00000166086.11	a	g	60327.00	1.177	0.2391	-++
ENSG00000177119.14	a	g	60327.00	-1.523	0.1278	-+-
ENSG00000119986.6	a	g	60327.00	-1.228	0.2196	-+-
ENSG00000156587.14	a	g	60327.00	2.062	0.03924	++-
ENSG00000107882.10	a	g	60327.00	0.161	0.8724	+-+
ENSG00000204581.2	a	g	60327.00	0.870	0.3843	+++
ENSG00000106537.7	a	g	60327.00	0.407	0.6838	+-+
ENSG00000276123.1	a	g	60327.00	-0.473	0.636	+--
ENSG00000278053.3	a	g	60327.00	2.351	0.01871	+++
ENSG00000005810.16	a	g	60327.00	1.189	0.2343	+++
ENSG00000171223.5	a	g	60327.00	-2.347	0.01892	+--
ENSG00000243642.3	a	g	60327.00	-1.943	0.05206	---
ENSG00000147224.9	a	g	60327.00	-1.527	0.1267	+--
ENSG00000125970.10	a	g	60327.00	0.295	0.7678	+-+
ENSG00000199806.1	a	g	60327.00	-0.339	0.7348	-+-
ENSG00000089916.16	a	g	60327.00	-1.358	0.1744	---
ENSG00000150594.6	a	g	60327.00	0.425	0.6706	+-+
ENSG00000251887.2	a	g	60327.00	-1.301	0.1932	+--
ENSG00000163399.14	a	g	60327.00	0.954	0.34	+++
ENSG00000198862.12	a	g	60327.00	-0.789	0.4301	-++
ENSG00000242673.3	a	g	60327.00	1.067	0.2862	+-+
ENSG00000158019.19	a	g	60327.00	-2.945	0.003225	---
ENSG00000162398.10	a	g	60327.00	2.649	0.008084	+++
ENSG00000137845.13	a	g	60327.00	-1.938	0.05264	---
ENSG00000199591.1	a	g	60327.00	-0.723	0.4697	---
ENSG00000161791.12	a	g	60327.00	-1.224	0.2209	+--
ENSG00000218510.5	a	g	60327.00	-1.562	0.1183	---
ENSG00000196273.6	a	g	60327.00	-2.834	0.004593	---
ENSG00000169957.9	a	g	60327.00	1.902	0.05723	+++
ENSG00000206796.1	a	g	60327.00	-0.574	0.5659	--+
ENSG00000087502.16	a	g	60327.00	-1.598	0.11	-+-
ENSG00000124177.13	a	g	60327.00	1.051	0.2934	++-
ENSG00000183640.5	a	g	60327.00	0.714	0.475	-++
ENSG00000167074.13	a	g	60327.00	1.537	0.1244	+++
ENSG00000068137.13	a	g	60327.00	-1.239	0.2154	+--
ENSG00000159147.16	a	g	60327.00	1.575	0.1154	+-+
ENSG00000242419.4	a	g	60327.00	1.808	0.07058	+++
ENSG00000263465.3	a	g	60327.00	0.259	0.7955	++-
ENSG00000175352.9	a	g	60327.00	2.359	0.01834	+++
ENSG00000178734.5	a	g	60327.00	-0.355	0.7224	+--
ENSG00000240344.7	a	g	60327.00	-0.971	0.3316	---
ENSG00000174898.14	a	g	60327.00	-0.226	0.8213	++-
ENSG00000168671.8	a	g	60327.00	-1.311	0.1897	--+
ENSG00000105642.14	a	g	60327.00	-1.026	0.305	---
ENSG00000010319.5	a	g	60327.00	1.621	0.105	+++
ENSG00000204930.8	a	g	60327.00	1.166	0.2438	+++
ENSG00000175463.10	a	g	60327.00	1.783	0.07461	+-+
ENSG00000097021.18	a	g	60327.00	1.101	0.2708	+++
ENSG00000146094.12	a	g	60327.00	-1.589	0.112	+--
ENSG00000115750.15	a	g	60327.00	0.808	0.4189	+++
ENSG00000114026.20	a	g	60327.00	0.836	0.4034	++-
ENSG00000178449.7	a	g	60327.00	1.448	0.1476	+++
ENSG00000117983.16	a	g	60327.00	0.691	0.4897	+-+
ENSG00000015133.17	a	g	60327.00	-1.157	0.2473	---
ENSG00000138772.11	a	g	40222.00	0.234	0.8147	-+?
ENSG00000184814.5	a	g	60327.00	-0.416	0.6775	-+-
ENSG00000104369.4	a	g	60327.00	0.584	0.5595	++-
ENSG00000133661.14	a	g	60327.00	0.384	0.7012	-+-
ENSG00000179111.7	a	g	60327.00	1.470	0.1417	-++
ENSG00000118245.2	a	g	60327.00	0.237	0.8124	-++
ENSG00000167107.11	a	g	60327.00	-0.315	0.7525	--+
ENSG00000112139.13	a	g	60327.00	-0.219	0.8268	--+
ENSG00000114933.14	a	g	60327.00	1.913	0.05571	+++
ENSG00000179817.4	a	g	60327.00	-0.158	0.8748	--+
ENSG00000135678.10	a	g	60327.00	1.768	0.07712	+-+
ENSG00000206937.1	a	g	60327.00	1.048	0.2946	+++
ENSG00000151413.15	a	g	60327.00	-0.137	0.8913	--+
ENSG00000166851.13	a	g	60327.00	-0.332	0.7401	--+
ENSG00000223260.1	a	g	60327.00	-0.960	0.3369	-++
ENSG00000138380.16	a	g	60327.00	-0.494	0.6216	--+
ENSG00000147206.15	a	g	60327.00	-1.104	0.2694	--+
ENSG00000003393.13	a	g	60327.00	-1.740	0.08185	--+
ENSG00000186334.8	a	g	60327.00	-0.706	0.4804	-+-
ENSG00000176753.5	a	g	60327.00	0.261	0.7939	+-+
ENSG00000162642.12	a	g	60327.00	1.801	0.07169	-++
ENSG00000134326.10	a	g	60327.00	0.809	0.4184	++-
ENSG00000168060.13	a	g	60327.00	5.877	4.166e-09	+++
ENSG00000117676.12	a	g	60327.00	1.745	0.08099	+++
ENSG00000185252.16	a	g	60327.00	0.135	0.8929	+-+
ENSG00000116898.10	a	g	60327.00	-0.189	0.8504	-+-
ENSG00000212176.1	a	g	60327.00	0.503	0.6147	-++
ENSG00000156150.6	a	g	60327.00	-0.538	0.5903	-+-
ENSG00000165959.10	a	g	60327.00	0.877	0.3806	+-+
ENSG00000147655.9	a	g	60327.00	0.626	0.5311	-++
ENSG00000100156.9	a	g	60327.00	1.098	0.2721	+-+
ENSG00000177182.9	a	g	60327.00	0.410	0.682	++-
ENSG00000149084.10	a	g	60327.00	-0.847	0.3969	---
ENSG00000146733.12	a	g	60327.00	-0.416	0.6771	--+
ENSG00000115839.16	a	g	60327.00	1.220	0.2225	+++
ENSG00000138061.10	a	g	60327.00	0.833	0.4047	+-+
ENSG00000181374.6	a	g	60327.00	-0.889	0.3742	---
ENSG00000074590.12	a	g	60327.00	1.799	0.07208	+++
ENSG00000159352.14	a	g	60327.00	-1.431	0.1526	---
ENSG00000102753.8	a	g	60327.00	2.546	0.0109	+-+
ENSG00000206052.9	a	g	60327.00	-0.606	0.5443	-++
ENSG00000118420.15	a	g	60327.00	-1.757	0.07899	---
ENSG00000011590.12	a	g	60327.00	-1.151	0.2499	-+-
ENSG00000164509.12	a	g	60327.00	-0.740	0.4593	--+
ENSG00000140682.17	a	g	60327.00	0.089	0.9294	+-+
ENSG00000099377.12	a	g	60327.00	0.477	0.6335	++-
ENSG00000106484.13	a	g	60327.00	-0.649	0.5161	--+
ENSG00000160058.17	a	g	60327.00	-0.736	0.4617	--+
ENSG00000186814.11	a	g	60327.00	2.366	0.01799	+++
ENSG00000101892.10	a	g	60327.00	0.685	0.4936	+++
ENSG00000180720.7	a	g	60327.00	0.153	0.8784	++-
ENSG00000231205.10	a	g	60327.00	-1.079	0.2807	--+
ENSG00000160145.14	a	g	60327.00	-1.296	0.195	--+
ENSG00000138381.8	a	g	60327.00	-0.037	0.9701	--+
ENSG00000154783.9	a	g	60327.00	-0.260	0.7947	--+
ENSG00000207391.1	a	g	60327.00	-0.970	0.3322	---
ENSG00000135298.12	a	g	60327.00	2.131	0.03306	++-
ENSG00000170683.5	a	g	60327.00	-0.315	0.7527	++-
ENSG00000149483.10	a	g	60327.00	-2.653	0.007988	+--
ENSG00000166743.8	a	g	60327.00	0.351	0.7254	+-+
ENSG00000132128.15	a	g	60327.00	3.446	0.0005687	+++
ENSG00000143256.4	a	g	60327.00	1.209	0.2267	+-+
ENSG00000157985.16	a	g	60327.00	0.441	0.6591	-++
ENSG00000136872.16	a	g	60327.00	-1.546	0.1221	---
ENSG00000222383.1	a	g	60327.00	-1.672	0.09444	-+-
ENSG00000105643.8	a	g	60327.00	-0.549	0.5831	+--
ENSG00000280306.1	a	g	60327.00	2.055	0.03985	-++
ENSG00000247626.4	a	g	60327.00	-1.864	0.06238	-+-
ENSG00000108799.11	a	g	60327.00	-1.717	0.08603	---
ENSG00000164841.4	a	g	60327.00	1.080	0.2801	+++
ENSG00000125817.7	a	g	60327.00	0.717	0.4731	++-
ENSG00000169252.5	a	g	60327.00	-1.037	0.2996	--+
ENSG00000004468.11	a	g	60327.00	0.626	0.5314	-++
ENSG00000101605.11	a	g	60327.00	-0.105	0.9161	-++
ENSG00000100393.9	a	g	60327.00	-0.369	0.7119	+--
ENSG00000163319.9	a	g	60327.00	-0.199	0.8423	--+
ENSG00000144597.12	a	g	60327.00	-0.045	0.9642	-+-
ENSG00000200879.1	a	g	60327.00	0.191	0.8488	-+-
ENSG00000201010.1	a	g	60327.00	0.052	0.9588	++-
ENSG00000108219.13	a	g	60327.00	-1.098	0.2724	+--
ENSG00000105605.6	a	g	60327.00	1.585	0.113	+++
ENSG00000230618.3	a	g	60327.00	0.724	0.4691	+--
ENSG00000270765.4	a	g	60327.00	-0.768	0.4427	---
ENSG00000216425.4	a	g	60327.00	-0.305	0.7605	+--
ENSG00000172197.10	a	g	60327.00	1.193	0.2327	+++
ENSG00000117620.11	a	g	60327.00	0.562	0.5744	+-+
ENSG00000165029.14	a	g	60327.00	2.681	0.007334	+-+
ENSG00000212359.1	a	g	40223.00	0.938	0.3481	?-+
ENSG00000266185.2	a	g	60327.00	-0.580	0.5617	+--
ENSG00000072952.17	a	g	60327.00	0.915	0.3604	+-+
ENSG00000236320.3	a	g	60327.00	-0.492	0.6228	---
ENSG00000168116.12	a	g	60327.00	-1.859	0.06303	---
ENSG00000099968.16	a	g	60327.00	-1.079	0.2804	+--
ENSG00000169314.13	a	g	60327.00	-0.842	0.3999	+--
ENSG00000129009.11	a	g	60327.00	1.837	0.06624	-++
ENSG00000145428.13	a	g	60327.00	0.085	0.9319	--+
ENSG00000187773.8	a	g	60327.00	-0.136	0.8914	-+-
ENSG00000179431.6	a	g	60327.00	-1.034	0.3012	--+
ENSG00000182512.4	a	g	60327.00	0.611	0.5412	++-
ENSG00000200028.1	a	g	60327.00	-1.010	0.3126	--+
ENSG00000242732.4	a	g	60327.00	-1.756	0.07901	---
ENSG00000200204.1	a	g	60327.00	-0.095	0.924	--+
ENSG00000163499.10	a	g	60327.00	1.293	0.196	++-
ENSG00000087237.9	a	g	60327.00	2.351	0.01873	+++
ENSG00000102743.13	a	g	60327.00	0.415	0.6785	++-
ENSG00000138035.13	a	g	60327.00	-0.855	0.3927	-+-
ENSG00000162444.11	a	g	60327.00	0.082	0.9344	+-+
ENSG00000239504.3	a	g	60327.00	0.429	0.668	++-
ENSG00000092439.12	a	g	60327.00	-0.976	0.329	-+-
ENSG00000223212.1	a	g	60327.00	-0.513	0.6076	-+-
ENSG00000049656.12	a	g	60327.00	-0.023	0.9819	-++
ENSG00000131914.9	a	g	60327.00	0.651	0.515	+-+
ENSG00000196981.3	a	g	60327.00	0.412	0.6801	-++
ENSG00000164651.15	a	g	60327.00	0.002	0.9981	+--
ENSG00000187021.13	a	g	60327.00	1.037	0.2999	+++
ENSG00000181847.10	a	g	60327.00	-1.287	0.1982	--+
ENSG00000178149.15	a	g	60327.00	1.240	0.2148	+-+
ENSG00000168785.6	a	g	60327.00	0.953	0.3406	-++
ENSG00000167945.1	a	g	60327.00	2.534	0.01128	+++
ENSG00000136327.6	a	g	60327.00	0.703	0.4818	+-+
ENSG00000158553.4	a	g	60327.00	-0.801	0.4231	-+-
ENSG00000086730.15	a	g	60327.00	1.230	0.2187	+++
ENSG00000183111.10	a	g	60327.00	-1.443	0.149	+--
ENSG00000197070.12	a	g	60327.00	1.627	0.1037	++-
ENSG00000126934.12	a	g	60327.00	0.984	0.3252	++-
