MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ENSG00000113263.11	a	g	60327.00	-3.008	0.002626	---
ENSG00000100365.13	a	g	60327.00	-1.353	0.1759	---
ENSG00000163993.6	a	g	60327.00	-0.909	0.3635	--+
ENSG00000169169.13	a	g	60327.00	0.601	0.5478	+-+
ENSG00000136888.6	a	g	60327.00	0.000	0.9997	-+-
ENSG00000150990.6	a	g	60327.00	-0.683	0.4949	-+-
ENSG00000138678.9	a	g	60327.00	-4.623	3.784e-06	---
ENSG00000109572.12	a	g	60327.00	2.084	0.03719	+-+
ENSG00000172172.6	a	g	60327.00	-1.489	0.1364	---
ENSG00000163382.10	a	g	60327.00	3.070	0.002138	+++
ENSG00000100575.12	a	g	60327.00	-0.852	0.3942	---
ENSG00000207392.1	a	g	60327.00	-0.717	0.4734	-+-
ENSG00000250182.3	a	g	60327.00	-0.365	0.7154	+--
ENSG00000142233.10	a	g	60327.00	1.423	0.1547	+++
ENSG00000154917.9	a	g	60327.00	-1.164	0.2443	---
ENSG00000182446.12	a	g	60327.00	2.171	0.02996	+++
ENSG00000115159.14	a	g	60327.00	1.365	0.1723	+-+
ENSG00000168944.14	a	g	60327.00	2.344	0.01908	+++
ENSG00000237584.1	a	g	60327.00	-0.543	0.5875	-+-
ENSG00000108785.7	a	g	60327.00	0.983	0.3257	+-+
ENSG00000187688.13	a	g	60327.00	-0.313	0.7546	-+-
ENSG00000149968.10	a	g	60327.00	0.079	0.9372	-++
ENSG00000081760.15	a	g	60327.00	0.143	0.8862	-++
ENSG00000116237.14	a	g	60327.00	0.807	0.4199	+-+
ENSG00000186163.8	a	g	60327.00	0.091	0.9274	+-+
ENSG00000181790.9	a	g	60327.00	-0.355	0.7228	+-+
ENSG00000102924.10	a	g	60327.00	-0.217	0.8284	+-+
ENSG00000135245.9	a	g	60327.00	-0.943	0.3455	--+
ENSG00000135372.7	a	g	60327.00	-0.117	0.9067	-+-
ENSG00000198440.8	a	g	60327.00	-0.126	0.8996	+--
ENSG00000244222.2	a	g	60327.00	-1.120	0.2626	--+
ENSG00000105825.10	a	g	20118.00	1.704	0.08838	?+?
ENSG00000075290.7	a	g	60327.00	-0.619	0.5358	++-
ENSG00000184076.12	a	g	60327.00	-2.907	0.003649	---
ENSG00000164978.16	a	g	60327.00	-0.406	0.6848	-++
ENSG00000182261.3	a	g	60327.00	-0.225	0.8219	-++
ENSG00000158042.8	a	g	60327.00	-0.186	0.8523	-++
ENSG00000115464.13	a	g	60327.00	2.330	0.01978	+++
ENSG00000065618.15	a	g	60327.00	-2.125	0.03355	--+
ENSG00000280266.1	a	g	60327.00	-0.722	0.4702	--+
ENSG00000178726.6	a	g	60327.00	2.063	0.03909	+-+
ENSG00000180190.10	a	g	60327.00	-0.963	0.3357	---
ENSG00000155561.13	a	g	60327.00	0.621	0.5346	++-
ENSG00000136274.8	a	g	60327.00	0.371	0.711	-+-
ENSG00000196396.8	a	g	60327.00	-1.343	0.1792	-+-
ENSG00000149485.15	a	g	60327.00	0.351	0.7259	-++
ENSG00000197409.7	a	g	60327.00	1.208	0.2269	+-+
ENSG00000183023.17	a	g	60327.00	1.205	0.2281	+++
ENSG00000184905.7	a	g	60327.00	1.088	0.2768	-++
ENSG00000121454.5	a	g	60327.00	-0.028	0.9781	++-
ENSG00000168824.13	a	g	60327.00	-1.968	0.04911	---
ENSG00000131398.12	a	g	60327.00	0.523	0.6013	++-
ENSG00000100354.19	a	g	60327.00	0.517	0.6048	++-
ENSG00000071967.10	a	g	60327.00	-0.022	0.9827	-+-
ENSG00000184735.6	a	g	60327.00	1.247	0.2122	++-
ENSG00000127081.12	a	g	60327.00	1.137	0.2555	+++
ENSG00000197859.8	a	g	60327.00	1.737	0.08245	+-+
ENSG00000251739.1	a	g	60327.00	-0.256	0.798	--+
ENSG00000117280.11	a	g	60327.00	-0.344	0.7306	---
ENSG00000110713.14	a	g	60327.00	-1.003	0.3157	---
ENSG00000144119.3	a	g	60327.00	-1.531	0.1258	-+-
ENSG00000268089.2	a	g	60327.00	1.649	0.0992	+++
ENSG00000163751.3	a	g	60327.00	0.751	0.4524	+-+
ENSG00000180917.15	a	g	60327.00	1.981	0.0476	+++
ENSG00000170954.10	a	g	40223.00	1.596	0.1105	?++
ENSG00000175782.9	a	g	60327.00	0.836	0.403	+++
ENSG00000207339.1	a	g	60327.00	0.613	0.5399	+-+
ENSG00000221855.1	a	g	60327.00	-0.749	0.4541	-+-
ENSG00000161999.10	a	g	60327.00	1.376	0.1688	+-+
ENSG00000185189.14	a	g	60327.00	0.043	0.9657	-++
ENSG00000148377.5	a	g	60327.00	-0.203	0.839	--+
ENSG00000112320.10	a	g	60327.00	-0.019	0.9848	-+-
ENSG00000175305.15	a	g	60327.00	-0.945	0.3446	-++
ENSG00000164855.14	a	g	60327.00	-0.946	0.3442	+--
ENSG00000199921.1	a	g	60327.00	1.627	0.1037	++-
ENSG00000013275.6	a	g	60327.00	-1.275	0.2024	---
ENSG00000242699.3	a	g	60327.00	-1.136	0.2558	-+-
ENSG00000113209.8	a	g	60327.00	2.386	0.01704	+++
ENSG00000064787.11	a	g	60327.00	-0.500	0.6172	--+
ENSG00000127022.13	a	g	60327.00	0.330	0.7416	-+-
ENSG00000151665.11	a	g	60327.00	-1.128	0.2595	--+
ENSG00000185917.12	a	g	60327.00	-0.460	0.6455	+--
ENSG00000172005.9	a	g	60327.00	-1.926	0.05414	---
ENSG00000095794.18	a	g	60327.00	-0.736	0.4615	-+-
ENSG00000139187.8	a	g	60327.00	-0.802	0.4226	---
ENSG00000167881.13	a	g	60327.00	0.747	0.4553	+++
ENSG00000172409.5	a	g	60327.00	0.082	0.9345	++-
ENSG00000162367.10	a	g	60327.00	-0.745	0.4564	+--
ENSG00000144214.8	a	g	60327.00	-0.202	0.8402	--+
ENSG00000068885.13	a	g	40222.00	-1.603	0.1089	--?
ENSG00000165525.16	a	g	60327.00	-0.996	0.3191	--+
ENSG00000120156.19	a	g	60327.00	-0.345	0.7303	-++
ENSG00000080644.14	a	g	60327.00	-1.338	0.1811	---
ENSG00000105852.9	a	g	60327.00	1.236	0.2166	+++
ENSG00000241791.3	a	g	60327.00	-0.781	0.4346	+--
ENSG00000201201.1	a	g	60327.00	0.072	0.9424	+--
ENSG00000115738.8	a	g	60327.00	-2.559	0.01049	---
ENSG00000135960.8	a	g	60327.00	-2.485	0.01295	---
ENSG00000238243.3	a	g	60327.00	-1.524	0.1276	--+
ENSG00000179832.16	a	g	60327.00	-0.275	0.7834	+--
ENSG00000073146.14	a	g	60327.00	-1.071	0.284	---
ENSG00000172663.7	a	g	60327.00	1.298	0.1944	+++
ENSG00000197380.9	a	g	60327.00	0.484	0.6284	++-
ENSG00000179104.7	a	g	60327.00	-3.102	0.001925	---
ENSG00000141367.10	a	g	60327.00	0.246	0.8056	++-
ENSG00000179314.12	a	g	60327.00	3.287	0.001014	+++
ENSG00000132429.8	a	g	60327.00	0.850	0.3955	--+
ENSG00000108961.12	a	g	60327.00	-1.549	0.1213	---
ENSG00000035141.6	a	g	60327.00	-0.608	0.5433	-+-
ENSG00000108883.11	a	g	60327.00	0.698	0.4854	+-+
ENSG00000154143.2	a	g	60327.00	-1.430	0.1528	+--
ENSG00000239732.3	a	g	60327.00	-1.665	0.09584	-+-
ENSG00000134287.8	a	g	60327.00	-2.114	0.03448	---
ENSG00000118231.4	a	g	60327.00	0.845	0.3978	+-+
ENSG00000163060.7	a	g	60327.00	-0.087	0.9305	+-+
ENSG00000201217.1	a	g	60327.00	0.238	0.8117	-++
ENSG00000140022.8	a	g	60327.00	1.502	0.133	++-
ENSG00000235961.5	a	g	60327.00	-0.414	0.6789	+--
ENSG00000173040.11	a	g	60327.00	1.620	0.1053	+++
ENSG00000183856.9	a	g	60327.00	1.082	0.2792	+++
ENSG00000213859.4	a	g	60327.00	1.625	0.1042	++-
ENSG00000132718.8	a	g	60327.00	1.827	0.06769	-++
ENSG00000196139.10	a	g	60327.00	-0.015	0.9879	++-
ENSG00000111875.7	a	g	60327.00	0.710	0.478	+++
ENSG00000070770.7	a	g	60327.00	-0.697	0.4858	-+-
ENSG00000136275.9	a	g	60327.00	1.404	0.1604	-++
ENSG00000160606.9	a	g	60327.00	-0.269	0.788	-+-
ENSG00000133321.9	a	g	60327.00	-0.096	0.9231	-++
ENSG00000131966.12	a	g	60327.00	-0.502	0.6153	+--
ENSG00000117400.13	a	g	60327.00	0.001	0.9996	+-+
ENSG00000156983.14	a	g	60327.00	-0.223	0.8237	+--
ENSG00000059377.14	a	g	60327.00	-3.154	0.001608	---
ENSG00000242559.3	a	g	60327.00	0.503	0.6149	-++
ENSG00000148053.14	a	g	60327.00	0.920	0.3578	-++
ENSG00000057252.11	a	g	60327.00	0.299	0.7646	+-+
ENSG00000104938.15	a	g	60327.00	0.864	0.3877	++-
ENSG00000066654.11	a	g	60327.00	1.181	0.2377	+-+
ENSG00000250254.1	a	g	60327.00	1.838	0.06614	+++
ENSG00000106538.8	a	g	60327.00	0.793	0.428	++-
ENSG00000163531.14	a	g	60327.00	1.827	0.06763	+++
ENSG00000146576.11	a	g	60327.00	0.327	0.744	+-+
ENSG00000220758.4	a	g	60327.00	-1.299	0.1938	---
ENSG00000213988.8	a	g	60327.00	-0.999	0.3176	--+
ENSG00000138606.18	a	g	60327.00	-1.046	0.2957	--+
ENSG00000207221.1	a	g	60327.00	-0.832	0.4053	--+
ENSG00000115760.12	a	g	60327.00	0.820	0.4124	++-
ENSG00000173918.13	a	g	60327.00	-0.795	0.4269	--+
ENSG00000135778.10	a	g	60327.00	0.823	0.4106	-++
ENSG00000249222.1	a	g	60327.00	0.718	0.4725	+-+
ENSG00000135835.9	a	g	60327.00	-0.178	0.8588	--+
ENSG00000175806.13	a	g	60327.00	0.552	0.5807	+++
ENSG00000181007.8	a	g	60327.00	-2.175	0.02962	--+
ENSG00000235734.4	a	g	60327.00	-0.209	0.8346	+-+
ENSG00000132530.15	a	g	60327.00	-0.210	0.8338	++-
ENSG00000106290.13	a	g	60327.00	-1.564	0.1178	---
ENSG00000184385.2	a	g	60327.00	2.207	0.02729	+++
ENSG00000106100.9	a	g	60327.00	0.374	0.7081	++-
ENSG00000075790.9	a	g	60327.00	0.965	0.3346	-++
ENSG00000077585.12	a	g	60327.00	0.694	0.4875	+-+
ENSG00000164399.4	a	g	60327.00	-0.093	0.9262	-+-
ENSG00000199933.1	a	g	60327.00	-1.867	0.06196	-+-
ENSG00000197891.10	a	g	60327.00	0.684	0.4938	+-+
ENSG00000187481.2	a	g	60327.00	1.016	0.3095	-++
ENSG00000069535.13	a	g	60327.00	-1.200	0.2303	---
ENSG00000196570.2	a	g	60327.00	1.322	0.1862	+++
ENSG00000237575.4	a	g	60327.00	0.225	0.8218	++-
ENSG00000120948.14	a	g	60327.00	-0.042	0.9668	-+-
ENSG00000135093.11	a	g	60327.00	-1.091	0.2755	---
ENSG00000196900.4	a	g	60327.00	-0.660	0.5094	+--
ENSG00000150394.12	a	g	60327.00	0.385	0.7005	+++
ENSG00000264391.2	a	g	60327.00	0.319	0.7497	++-
ENSG00000159708.16	a	g	60327.00	-1.109	0.2674	+--
ENSG00000241258.5	a	g	60327.00	1.249	0.2116	+++
ENSG00000185973.9	a	g	60327.00	-0.051	0.9594	++-
ENSG00000115226.8	a	g	60327.00	0.010	0.9922	+-+
ENSG00000110436.10	a	g	60327.00	-1.311	0.1898	---
ENSG00000166448.13	a	g	60327.00	-0.763	0.4452	+--
ENSG00000148843.12	a	g	60327.00	0.412	0.68	++-
ENSG00000169021.5	a	g	60327.00	1.088	0.2764	+++
ENSG00000057019.14	a	g	60327.00	-0.843	0.3993	-+-
ENSG00000146054.16	a	g	60327.00	2.042	0.04119	++-
ENSG00000151474.18	a	g	60327.00	1.647	0.09946	+++
ENSG00000173889.14	a	g	60327.00	-1.826	0.06781	---
ENSG00000141127.13	a	g	60327.00	0.523	0.6013	+++
ENSG00000122970.14	a	g	60327.00	0.426	0.6704	-++
ENSG00000118263.13	a	g	60327.00	0.006	0.9954	++-
ENSG00000229590.3	a	g	60327.00	0.620	0.5353	-++
ENSG00000150756.12	a	g	60327.00	-2.147	0.0318	--+
ENSG00000202414.1	a	g	60327.00	-0.555	0.5787	-+-
ENSG00000125485.16	a	g	60327.00	-0.883	0.3773	---
ENSG00000179409.9	a	g	60327.00	-0.452	0.6513	-+-
ENSG00000125652.6	a	g	60327.00	-2.446	0.01445	-+-
ENSG00000151743.9	a	g	60327.00	-0.545	0.586	+--
ENSG00000162078.10	a	g	60327.00	-0.267	0.7893	-+-
ENSG00000105711.9	a	g	60327.00	-0.187	0.8516	+--
ENSG00000187533.12	a	g	60327.00	-0.402	0.6878	---
ENSG00000115963.12	a	g	60327.00	1.892	0.05851	+++
ENSG00000115091.10	a	g	60327.00	1.706	0.08797	++-
ENSG00000188785.10	a	g	60327.00	-1.646	0.09977	+--
ENSG00000136943.9	a	g	60327.00	-0.349	0.7268	-+-
ENSG00000100731.14	a	g	60327.00	0.643	0.5204	-++
ENSG00000201939.1	a	g	60327.00	0.150	0.8806	-++
ENSG00000137185.10	a	g	60327.00	-0.981	0.3263	---
ENSG00000135052.15	a	g	60327.00	0.862	0.3887	-++
ENSG00000216718.7	a	g	60327.00	-0.677	0.4983	--+
ENSG00000108953.15	a	g	60327.00	-1.578	0.1146	---
ENSG00000265735.2	a	g	60327.00	-0.791	0.4288	--+
ENSG00000116667.11	a	g	60327.00	0.470	0.6386	+-+
ENSG00000171481.3	a	g	60327.00	1.530	0.126	+++
ENSG00000168137.14	a	g	60327.00	1.466	0.1426	++-
ENSG00000160886.12	a	g	60327.00	1.282	0.1999	+++
ENSG00000257017.7	a	g	60327.00	-1.261	0.2072	---
ENSG00000179715.11	a	g	60327.00	-5.256	1.469e-07	---
ENSG00000116962.13	a	g	60327.00	1.546	0.1222	+-+
ENSG00000167635.10	a	g	60327.00	0.122	0.9031	-++
ENSG00000178075.18	a	g	60327.00	0.566	0.5711	--+
ENSG00000105971.13	a	g	60327.00	0.299	0.7646	+-+
ENSG00000222543.1	a	g	60327.00	0.615	0.5385	+-+
ENSG00000003989.15	a	g	60327.00	1.055	0.2912	++-
ENSG00000197734.7	a	g	60327.00	0.024	0.9809	+-+
ENSG00000176855.11	a	g	60327.00	1.024	0.3059	+-+
ENSG00000075213.9	a	g	60327.00	0.375	0.7076	-+-
ENSG00000048544.5	a	g	60327.00	0.091	0.9272	+--
ENSG00000125903.4	a	g	60327.00	-2.522	0.01166	---
ENSG00000258423.1	a	g	60327.00	-1.158	0.2469	-+-
ENSG00000180957.16	a	g	60327.00	0.440	0.6602	-++
ENSG00000207119.2	a	g	40223.00	0.961	0.3365	?++
ENSG00000105426.13	a	g	60327.00	0.813	0.4163	+++
ENSG00000183034.11	a	g	60327.00	0.447	0.6547	+-+
ENSG00000198146.4	a	g	60327.00	0.572	0.5671	+-+
ENSG00000174233.10	a	g	60327.00	0.750	0.4532	-++
ENSG00000134644.14	a	g	60327.00	-0.164	0.8697	+--
ENSG00000145912.7	a	g	60327.00	-0.350	0.7267	+--
ENSG00000197603.12	a	g	60327.00	2.402	0.01632	+++
ENSG00000078401.6	a	g	60327.00	0.701	0.4832	+-+
ENSG00000108055.9	a	g	60327.00	-0.128	0.8981	--+
ENSG00000157399.13	a	g	60327.00	1.011	0.3122	+++
ENSG00000187474.4	a	g	60327.00	-0.074	0.9411	-++
ENSG00000186583.10	a	g	60327.00	0.964	0.335	+++
ENSG00000140287.9	a	g	60327.00	0.505	0.6135	++-
ENSG00000163823.3	a	g	60327.00	-1.597	0.1103	--+
ENSG00000104941.6	a	g	60327.00	-0.742	0.4578	+--
ENSG00000205029.1	a	g	60327.00	-0.608	0.5434	+--
ENSG00000117114.18	a	g	60327.00	0.286	0.7752	-++
ENSG00000089682.15	a	g	60327.00	-1.031	0.3023	--+
ENSG00000261408.4	a	g	60327.00	0.630	0.529	-++
ENSG00000102387.14	a	g	60327.00	-0.800	0.4236	-+-
ENSG00000178397.11	a	g	60327.00	2.787	0.005325	+++
ENSG00000161298.15	a	g	60327.00	0.417	0.6765	+-+
ENSG00000187479.5	a	g	60327.00	0.088	0.9302	+-+
ENSG00000201066.1	a	g	60327.00	1.504	0.1326	+++
ENSG00000212365.1	a	g	60327.00	0.311	0.7555	++-
ENSG00000141933.8	a	g	60327.00	0.040	0.9683	+--
ENSG00000104435.12	a	g	60327.00	0.712	0.4767	+-+
ENSG00000174370.8	a	g	60327.00	0.831	0.4062	+-+
ENSG00000252756.1	a	g	60327.00	-0.970	0.3318	--+
ENSG00000067445.19	a	g	60327.00	-1.264	0.2061	-+-
ENSG00000178084.1	a	g	60327.00	-0.456	0.6486	--+
ENSG00000197745.2	a	g	60327.00	0.401	0.6882	-++
ENSG00000138185.15	a	g	60327.00	-0.335	0.7378	+--
ENSG00000101298.12	a	g	60327.00	-0.009	0.9926	-+-
ENSG00000179673.4	a	g	60327.00	0.442	0.6582	-++
ENSG00000124217.4	a	g	60327.00	-0.812	0.4167	---
ENSG00000147570.8	a	g	60327.00	-1.539	0.1237	---
ENSG00000274228.1	a	g	60327.00	1.738	0.08215	+++
ENSG00000010292.11	a	g	60327.00	-0.672	0.5014	-++
ENSG00000182247.8	a	g	60327.00	-0.575	0.5652	+--
ENSG00000252798.1	a	g	60327.00	0.200	0.8411	-++
ENSG00000102221.12	a	g	60327.00	-1.708	0.08755	---
ENSG00000132437.16	a	g	60327.00	-0.882	0.3775	---
ENSG00000171503.10	a	g	60327.00	2.666	0.007683	+++
ENSG00000196664.4	a	g	60327.00	-2.149	0.03165	---
ENSG00000178761.13	a	g	60327.00	-1.584	0.1132	---
ENSG00000252013.1	a	g	60327.00	0.772	0.4404	++-
ENSG00000081087.13	a	g	60327.00	-0.423	0.6724	+-+
ENSG00000131746.11	a	g	60327.00	-1.369	0.171	--+
ENSG00000084073.7	a	g	60327.00	0.227	0.8201	+--
ENSG00000107831.11	a	g	60327.00	1.199	0.2305	++-
ENSG00000155099.6	a	g	60327.00	-0.225	0.8216	+-+
ENSG00000152944.7	a	g	60327.00	0.812	0.4167	-+-
ENSG00000120685.18	a	g	60327.00	0.025	0.98	+--
ENSG00000182544.8	a	g	60327.00	1.251	0.2109	+-+
ENSG00000182256.11	a	g	60327.00	-0.000	0.9997	+-+
ENSG00000173295.6	a	g	60327.00	-0.931	0.352	+--
ENSG00000167414.4	a	g	60327.00	-1.113	0.2659	--+
ENSG00000039068.17	a	g	60327.00	2.279	0.02269	+++
ENSG00000182685.6	a	g	60327.00	0.168	0.8667	-+-
ENSG00000266980.1	a	g	60327.00	0.541	0.5886	+++
ENSG00000138162.16	a	g	60327.00	0.853	0.3938	++-
ENSG00000198821.9	a	g	60327.00	-1.501	0.1334	---
ENSG00000175063.15	a	g	60327.00	1.081	0.2796	+++
ENSG00000114423.17	a	g	60327.00	-0.507	0.612	+--
ENSG00000066405.11	a	g	60327.00	1.588	0.1123	-++
ENSG00000244404.3	a	g	60327.00	-1.361	0.1736	---
ENSG00000160360.10	a	g	60327.00	1.170	0.2422	+++
ENSG00000133935.6	a	g	60327.00	-0.445	0.6565	-+-
ENSG00000169484.2	a	g	60327.00	-0.579	0.5624	+--
ENSG00000205867.3	a	g	60327.00	-1.089	0.2762	--+
ENSG00000114626.16	a	g	60327.00	-0.073	0.9419	--+
ENSG00000182968.4	a	g	60327.00	0.246	0.8057	+-+
ENSG00000007372.19	a	g	60327.00	2.452	0.01421	+++
ENSG00000130311.9	a	g	60327.00	-1.513	0.1304	+--
ENSG00000136628.16	a	g	60327.00	0.200	0.8413	--+
ENSG00000215440.10	a	g	60327.00	2.475	0.01333	+++
ENSG00000164850.13	a	g	60327.00	0.123	0.9024	++-
ENSG00000082996.18	a	g	60327.00	-2.774	0.005529	---
ENSG00000148660.19	a	g	60327.00	1.344	0.1788	-++
ENSG00000198959.10	a	g	60327.00	1.745	0.0809	+++
ENSG00000227737.2	a	g	60327.00	0.341	0.7332	-++
ENSG00000148842.16	a	g	60327.00	-1.522	0.1279	---
ENSG00000172819.15	a	g	60327.00	0.510	0.61	-++
ENSG00000057935.12	a	g	60327.00	-2.462	0.0138	---
ENSG00000128534.6	a	g	60327.00	1.262	0.207	+++
ENSG00000236965.4	a	g	60327.00	1.613	0.1068	+++
ENSG00000164821.4	a	g	60327.00	0.545	0.5856	+-+
ENSG00000122877.12	a	g	60327.00	0.397	0.6913	++-
ENSG00000067842.16	a	g	60327.00	-0.184	0.8543	-+-
ENSG00000259207.6	a	g	60327.00	-0.768	0.4423	-+-
ENSG00000199890.1	a	g	60327.00	-2.183	0.02906	-+-
ENSG00000111481.8	a	g	60327.00	-1.530	0.1261	---
ENSG00000186272.11	a	g	60327.00	-0.557	0.5775	+--
ENSG00000197208.5	a	g	60327.00	-1.074	0.2828	+--
ENSG00000050130.16	a	g	60327.00	0.291	0.7709	+-+
ENSG00000082258.11	a	g	60327.00	1.655	0.09786	+-+
ENSG00000171722.10	a	g	60327.00	-0.767	0.443	--+
ENSG00000164403.13	a	g	60327.00	0.974	0.3299	-+-
ENSG00000104327.6	a	g	60327.00	0.516	0.6057	+--
ENSG00000212396.1	a	g	60327.00	0.480	0.6311	-++
ENSG00000144182.15	a	g	60327.00	0.246	0.8059	--+
ENSG00000134070.4	a	g	60327.00	0.606	0.5443	-++
ENSG00000101216.9	a	g	60327.00	0.710	0.478	+--
ENSG00000198976.1	a	g	60327.00	-0.050	0.96	+--
ENSG00000169100.11	a	g	60327.00	2.098	0.03591	+++
ENSG00000224085.3	a	g	60327.00	-0.913	0.3614	+--
ENSG00000122035.6	a	g	60327.00	-0.982	0.3263	+--
ENSG00000054523.15	a	g	60327.00	-0.078	0.9375	--+
ENSG00000172775.15	a	g	60327.00	-0.136	0.8915	++-
ENSG00000120063.8	a	g	60327.00	1.497	0.1344	+++
ENSG00000107518.15	a	g	60327.00	1.575	0.1152	+-+
ENSG00000133454.14	a	g	60327.00	1.141	0.2539	+++
ENSG00000168778.10	a	g	60327.00	-0.098	0.9222	--+
ENSG00000212298.1	a	g	60327.00	-0.019	0.9847	+--
ENSG00000068366.18	a	g	60327.00	-1.011	0.3119	-+-
ENSG00000126088.11	a	g	60327.00	0.494	0.6215	-++
ENSG00000112116.9	a	g	60327.00	-0.332	0.7401	-+-
ENSG00000172830.11	a	g	60327.00	1.550	0.1212	+++
ENSG00000213967.9	a	g	40222.00	0.439	0.6604	-+?
ENSG00000128266.8	a	g	60327.00	0.590	0.5551	+-+
ENSG00000064490.12	a	g	60327.00	-0.514	0.6073	-+-
ENSG00000246174.6	a	g	60327.00	-0.873	0.3824	---
ENSG00000111261.12	a	g	60327.00	-1.381	0.1673	---
ENSG00000117595.9	a	g	60327.00	-0.215	0.8295	+--
ENSG00000128045.6	a	g	60327.00	0.809	0.4184	+-+
ENSG00000239744.3	a	g	60327.00	1.330	0.1835	+++
ENSG00000164713.8	a	g	60327.00	1.182	0.237	+++
ENSG00000117450.12	a	g	60327.00	0.463	0.6433	+-+
ENSG00000176463.12	a	g	60327.00	0.260	0.7945	-++
ENSG00000111144.8	a	g	60327.00	-2.737	0.006205	---
ENSG00000101938.13	a	g	60327.00	-1.868	0.06175	---
ENSG00000184867.12	a	g	60327.00	-0.375	0.7078	++-
ENSG00000180284.5	a	g	60327.00	-2.129	0.03326	+--
ENSG00000181789.13	a	g	60327.00	-0.305	0.7604	-++
ENSG00000144460.11	a	g	60327.00	0.874	0.382	-++
ENSG00000175182.12	a	g	60327.00	-0.602	0.5473	--+
ENSG00000136828.17	a	g	60327.00	-1.162	0.2454	---
ENSG00000157600.10	a	g	60327.00	-3.973	7.096e-05	---
ENSG00000173597.7	a	g	60327.00	-0.658	0.5106	+--
ENSG00000233354.1	a	g	60327.00	0.800	0.4239	-++
ENSG00000162757.4	a	g	60327.00	-0.132	0.8949	+-+
ENSG00000252051.1	a	g	60327.00	-0.438	0.6614	-+-
ENSG00000158525.14	a	g	60327.00	-0.388	0.6982	--+
ENSG00000137996.11	a	g	60327.00	-1.789	0.07368	-+-
ENSG00000182518.12	a	g	60327.00	-1.510	0.131	---
ENSG00000266265.2	a	g	60327.00	-1.079	0.2804	---
ENSG00000240183.3	a	g	60327.00	-1.341	0.18	-+-
ENSG00000229314.5	a	g	60327.00	-0.039	0.9689	++-
ENSG00000188487.10	a	g	60327.00	0.863	0.3882	-+-
ENSG00000258223.5	a	g	60327.00	0.394	0.6939	-++
ENSG00000181616.8	a	g	60327.00	1.198	0.2308	+++
ENSG00000197989.12	a	g	60327.00	0.488	0.6258	-++
ENSG00000201736.1	a	g	60327.00	0.959	0.3375	++-
ENSG00000129646.12	a	g	60327.00	0.243	0.8081	+--
ENSG00000253368.3	a	g	60327.00	1.121	0.2621	+++
ENSG00000137073.19	a	g	60327.00	-1.504	0.1325	+--
ENSG00000127054.17	a	g	60327.00	-1.552	0.1207	---
ENSG00000168481.7	a	g	60327.00	-0.295	0.7677	-++
ENSG00000141562.16	a	g	60327.00	-0.605	0.5452	+-+
ENSG00000188981.9	a	g	60327.00	3.200	0.001376	+++
ENSG00000130518.15	a	g	60327.00	-0.241	0.8095	+-+
ENSG00000079691.16	a	g	60327.00	2.373	0.01767	+++
ENSG00000173757.8	a	g	60327.00	-0.497	0.619	-+-
ENSG00000186532.10	a	g	60327.00	0.601	0.5479	+-+
ENSG00000168062.8	a	g	60327.00	-0.317	0.7516	+-+
ENSG00000164690.6	a	g	60327.00	0.670	0.5027	+++
ENSG00000050730.14	a	g	60327.00	-0.960	0.3372	--+
ENSG00000119333.10	a	g	60327.00	-0.283	0.7775	--+
ENSG00000148481.12	a	g	60327.00	-2.081	0.03747	--+
ENSG00000198039.10	a	g	60327.00	-1.580	0.1141	--+
ENSG00000148702.13	a	g	60327.00	0.451	0.6521	+-+
ENSG00000200227.1	a	g	60327.00	-0.317	0.7512	+--
ENSG00000120334.14	a	g	60327.00	-0.350	0.7266	--+
ENSG00000182177.12	a	g	60327.00	-0.017	0.9862	--+
ENSG00000179922.5	a	g	60327.00	0.330	0.7415	+-+
ENSG00000100226.14	a	g	60327.00	1.857	0.0633	+++
ENSG00000125823.11	a	g	60327.00	1.988	0.04682	++-
ENSG00000157873.16	a	g	60327.00	2.620	0.008802	++-
ENSG00000081052.11	a	g	60327.00	-0.204	0.8387	--+
ENSG00000239553.3	a	g	60327.00	0.237	0.8125	++-
ENSG00000140943.15	a	g	60327.00	-1.187	0.2354	-+-
ENSG00000164296.6	a	g	60327.00	-0.686	0.4926	+--
ENSG00000043093.12	a	g	60327.00	1.110	0.2672	-++
ENSG00000007384.14	a	g	60327.00	-0.478	0.6324	--+
ENSG00000186468.11	a	g	60327.00	-2.661	0.007782	--+
ENSG00000175220.10	a	g	60327.00	0.074	0.9409	+-+
ENSG00000066739.10	a	g	60327.00	1.135	0.2564	++-
ENSG00000202193.1	a	g	60327.00	0.788	0.4305	+++
ENSG00000100614.16	a	g	60327.00	0.049	0.9607	++-
ENSG00000278640.1	a	g	60327.00	-0.653	0.5138	-+-
ENSG00000201620.1	a	g	60327.00	0.728	0.4666	++-
ENSG00000254838.5	a	g	60327.00	-0.834	0.4042	+-+
ENSG00000111206.11	a	g	60327.00	0.552	0.5812	+++
ENSG00000243352.3	a	g	60327.00	-2.045	0.0409	---
ENSG00000009307.14	a	g	60327.00	-0.148	0.8823	-++
ENSG00000140830.7	a	g	60327.00	-1.293	0.196	---
ENSG00000241391.3	a	g	60327.00	1.998	0.04576	+-+
ENSG00000241037.3	a	g	60327.00	-0.496	0.6197	-+-
ENSG00000110700.5	a	g	60327.00	-0.590	0.5551	---
ENSG00000116717.10	a	g	60327.00	0.117	0.907	-++
