MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ENSG00000137218.9	a	g	60327.00	-0.546	0.5852	-+-
ENSG00000278192.1	a	g	60327.00	-1.488	0.1368	+--
ENSG00000180155.17	a	g	60327.00	-0.579	0.5623	-+-
ENSG00000204850.4	a	g	60327.00	-1.891	0.05862	---
ENSG00000243943.8	a	g	60327.00	0.447	0.6551	+-+
ENSG00000222452.1	a	g	60327.00	-0.498	0.6183	+--
ENSG00000110104.10	a	g	60327.00	1.081	0.2796	+-+
ENSG00000019995.6	a	g	60327.00	0.917	0.3593	++-
ENSG00000108405.3	a	g	60327.00	-1.062	0.2882	---
ENSG00000029534.18	a	g	60327.00	2.009	0.04456	+++
ENSG00000228278.3	a	g	60327.00	-0.251	0.8016	-+-
ENSG00000196967.9	a	g	60327.00	-1.622	0.1048	---
ENSG00000163737.3	a	g	60327.00	-0.137	0.8908	-+-
ENSG00000158691.13	a	g	60327.00	0.122	0.9025	-++
ENSG00000201469.1	a	g	60327.00	-1.067	0.2861	---
ENSG00000242675.1	a	g	60327.00	-0.208	0.8356	+-+
ENSG00000116251.8	a	g	60327.00	0.975	0.3293	+++
ENSG00000089177.16	a	g	60327.00	-0.063	0.9499	-+-
ENSG00000203782.5	a	g	60327.00	0.099	0.9214	++-
ENSG00000110395.4	a	g	60327.00	1.108	0.2677	+++
ENSG00000170989.8	a	g	60327.00	-0.426	0.6698	-+-
ENSG00000186280.6	a	g	60327.00	1.538	0.124	+++
ENSG00000159173.17	a	g	60327.00	-0.020	0.984	-+-
ENSG00000153071.13	a	g	60327.00	-1.857	0.06325	---
ENSG00000181896.10	a	g	60327.00	-0.574	0.5658	--+
ENSG00000160208.12	a	g	60327.00	2.596	0.009443	+++
ENSG00000100030.13	a	g	60327.00	0.097	0.9231	++-
ENSG00000240322.3	a	g	60327.00	-0.961	0.3366	--+
ENSG00000144331.17	a	g	60327.00	-0.052	0.9584	+--
ENSG00000182858.12	a	g	60327.00	-0.894	0.3716	-+-
ENSG00000100612.12	a	g	60327.00	-0.630	0.5288	+--
ENSG00000280055.1	a	g	60327.00	-0.978	0.3282	+--
ENSG00000143252.13	a	g	60327.00	-0.139	0.8895	-+-
ENSG00000196470.10	a	g	60327.00	1.014	0.3106	-++
ENSG00000145649.7	a	g	60327.00	-0.557	0.5773	++-
ENSG00000108828.14	a	g	60327.00	-1.076	0.2818	--+
ENSG00000162227.6	a	g	60327.00	1.254	0.2097	-++
ENSG00000148942.13	a	g	60327.00	-0.788	0.4308	++-
ENSG00000171530.12	a	g	60327.00	-0.137	0.8912	--+
ENSG00000113073.13	a	g	60327.00	1.442	0.1492	+++
ENSG00000130429.11	a	g	60327.00	0.812	0.4167	+++
ENSG00000168556.6	a	g	60327.00	-0.429	0.6677	-+-
ENSG00000125084.10	a	g	60327.00	1.277	0.2016	-++
ENSG00000171747.7	a	g	60327.00	-1.172	0.2413	---
ENSG00000201271.1	a	g	60327.00	-0.957	0.3387	+--
ENSG00000185022.10	a	g	60327.00	1.762	0.07801	+++
ENSG00000119977.19	a	g	60327.00	-0.413	0.6798	-+-
ENSG00000185090.13	a	g	60327.00	0.695	0.4869	+++
ENSG00000184937.11	a	g	60327.00	-0.085	0.9323	+--
ENSG00000023228.12	a	g	60327.00	0.413	0.6797	-++
ENSG00000241524.3	a	g	60327.00	-1.169	0.2424	--+
ENSG00000005436.12	a	g	60327.00	1.355	0.1754	+++
ENSG00000153064.10	a	g	40223.00	-0.013	0.9893	?-+
ENSG00000103018.15	a	g	60327.00	2.915	0.003553	+++
ENSG00000140937.12	a	g	60327.00	-1.213	0.2253	---
ENSG00000242412.1	a	g	60327.00	1.107	0.2684	++-
ENSG00000201811.1	a	g	60327.00	0.020	0.9842	-+-
ENSG00000252712.1	a	g	60327.00	0.061	0.9517	-++
ENSG00000124198.8	a	g	60327.00	0.063	0.9497	-++
ENSG00000168126.3	a	g	60327.00	-1.454	0.146	+--
ENSG00000184588.16	a	g	60327.00	-0.029	0.9765	++-
ENSG00000169403.10	a	g	60327.00	-0.496	0.6201	--+
ENSG00000151176.6	a	g	60327.00	-0.736	0.4617	+--
ENSG00000111647.11	a	g	60327.00	0.451	0.652	-+-
ENSG00000091164.11	a	g	60327.00	-2.492	0.0127	---
ENSG00000196684.11	a	g	60327.00	-1.278	0.2011	-+-
ENSG00000186204.13	a	g	60327.00	0.102	0.919	-+-
ENSG00000163885.10	a	g	60327.00	0.917	0.3591	+-+
ENSG00000197587.9	a	g	60327.00	0.629	0.5297	+-+
ENSG00000106028.9	a	g	60327.00	0.209	0.8347	-+-
ENSG00000125772.11	a	g	60327.00	1.162	0.2454	+-+
ENSG00000100024.13	a	g	60327.00	-0.581	0.5611	+--
ENSG00000126562.15	a	g	60327.00	0.125	0.9007	+-+
ENSG00000115183.12	a	g	60327.00	0.007	0.9948	+--
ENSG00000146833.14	a	g	60327.00	-1.165	0.2441	+--
ENSG00000101972.17	a	g	60327.00	1.995	0.04608	+++
ENSG00000101638.12	a	g	60327.00	0.218	0.8274	+++
ENSG00000170006.10	a	g	60327.00	-2.586	0.009697	---
ENSG00000132357.12	a	g	60327.00	-0.304	0.7608	+--
ENSG00000181135.14	a	g	60327.00	0.250	0.8024	++-
ENSG00000100558.7	a	g	60327.00	0.075	0.9401	-++
ENSG00000176978.12	a	g	60327.00	0.912	0.3619	+-+
ENSG00000265559.2	a	g	60327.00	1.675	0.09398	+++
ENSG00000164609.8	a	g	60327.00	3.069	0.00215	+++
ENSG00000142528.14	a	g	60327.00	1.663	0.09637	+++
ENSG00000279201.1	a	g	60327.00	-0.945	0.3449	+--
ENSG00000221043.2	a	g	60327.00	2.041	0.04128	+++
ENSG00000104967.6	a	g	60327.00	-0.854	0.3933	+--
ENSG00000242158.3	a	g	60327.00	0.833	0.4049	+++
ENSG00000171014.2	a	g	60327.00	-0.070	0.9445	--+
ENSG00000139209.14	a	g	60327.00	-0.027	0.9785	+-+
ENSG00000164591.12	a	g	60327.00	1.187	0.2354	+++
ENSG00000203722.6	a	g	60327.00	-1.490	0.1361	+--
ENSG00000200107.1	a	g	60327.00	-0.491	0.6236	++-
ENSG00000184857.7	a	g	60327.00	0.398	0.691	++-
ENSG00000201782.1	a	g	60327.00	0.888	0.3745	++-
ENSG00000182054.8	a	g	60327.00	-0.086	0.9317	+-+
ENSG00000134375.9	a	g	60327.00	1.703	0.08854	+++
ENSG00000064225.11	a	g	60327.00	-3.176	0.001492	---
ENSG00000108733.8	a	g	60327.00	-1.143	0.2529	+--
ENSG00000158158.10	a	g	60327.00	-0.338	0.7352	--+
ENSG00000196338.11	a	g	60327.00	0.260	0.7947	-++
ENSG00000167333.11	a	g	60327.00	1.131	0.2582	-++
ENSG00000204983.11	a	g	60327.00	-1.407	0.1594	---
ENSG00000207705.1	a	g	60327.00	-1.867	0.06195	---
ENSG00000125968.8	a	g	60327.00	0.330	0.7415	+-+
ENSG00000121067.16	a	g	60327.00	-2.932	0.003367	---
ENSG00000212565.1	a	g	60327.00	-0.318	0.7504	+--
ENSG00000156873.14	a	g	60327.00	1.067	0.286	++-
ENSG00000132832.8	a	g	60327.00	0.150	0.8807	++-
ENSG00000083720.11	a	g	60327.00	-1.869	0.06163	---
ENSG00000082014.15	a	g	60327.00	-0.969	0.3325	+--
ENSG00000151131.8	a	g	60327.00	-1.358	0.1744	---
ENSG00000186871.6	a	g	60327.00	-6.972	3.114e-12	---
ENSG00000244308.2	a	g	60327.00	0.700	0.484	+-+
ENSG00000107290.12	a	g	60327.00	-0.623	0.5331	---
ENSG00000083168.8	a	g	60327.00	-0.881	0.3785	---
ENSG00000255042.1	a	g	60327.00	0.775	0.4386	+-+
ENSG00000145692.13	a	g	60327.00	-0.251	0.8022	--+
ENSG00000166126.9	a	g	60327.00	1.372	0.1699	+++
ENSG00000178462.10	a	g	60327.00	0.600	0.5486	++-
ENSG00000072134.14	a	g	60327.00	0.516	0.606	+++
ENSG00000075407.16	a	g	60327.00	0.584	0.5591	-++
ENSG00000160271.13	a	g	60327.00	0.772	0.44	+-+
ENSG00000066056.12	a	g	60327.00	-0.861	0.3892	-+-
ENSG00000167880.6	a	g	60327.00	-1.248	0.2121	--+
ENSG00000215271.7	a	g	60327.00	-0.835	0.4037	-+-
ENSG00000109906.12	a	g	60327.00	-1.233	0.2175	--+
ENSG00000131473.15	a	g	60327.00	1.540	0.1235	-++
ENSG00000182156.8	a	g	60327.00	1.805	0.07108	-++
ENSG00000184508.9	a	g	60327.00	0.714	0.4754	+-+
ENSG00000066117.13	a	g	60327.00	4.205	2.613e-05	+++
ENSG00000186111.7	a	g	60327.00	-0.464	0.6426	-+-
ENSG00000178531.5	a	g	60327.00	-0.670	0.503	-+-
ENSG00000176752.6	a	g	60327.00	-0.648	0.5168	++-
ENSG00000070087.12	a	g	60327.00	-1.682	0.09257	---
ENSG00000161647.17	a	g	60327.00	1.391	0.1641	+++
ENSG00000243488.3	a	g	60327.00	-0.500	0.617	+--
ENSG00000131788.14	a	g	60327.00	0.875	0.3815	+-+
ENSG00000131127.12	a	g	60327.00	2.279	0.02266	+++
ENSG00000188766.11	a	g	60327.00	0.621	0.5346	+++
ENSG00000120451.9	a	g	60327.00	-0.428	0.6685	+--
ENSG00000122859.4	a	g	60327.00	0.709	0.4782	+-+
ENSG00000188266.12	a	g	60327.00	-1.863	0.06249	---
ENSG00000184530.8	a	g	60327.00	-1.101	0.2708	+--
ENSG00000207607.2	a	g	60327.00	-5.592	2.251e-08	---
ENSG00000182771.16	a	g	60327.00	-0.262	0.7932	+--
ENSG00000165861.12	a	g	60327.00	-1.717	0.08593	---
ENSG00000170385.9	a	g	60327.00	-2.406	0.01613	---
ENSG00000153391.14	a	g	60327.00	-0.270	0.7868	+--
ENSG00000186806.5	a	g	60327.00	0.293	0.7697	++-
ENSG00000173976.14	a	g	60327.00	0.203	0.8393	++-
ENSG00000091527.14	a	g	60327.00	0.449	0.6535	-++
ENSG00000187686.4	a	g	60327.00	0.628	0.5302	++-
ENSG00000196152.9	a	g	60327.00	0.902	0.3673	+-+
ENSG00000212128.2	a	g	60327.00	-1.032	0.3022	--+
ENSG00000239521.6	a	g	60327.00	-0.515	0.6062	-+-
ENSG00000138757.13	a	g	60327.00	1.378	0.1681	+++
ENSG00000106052.12	a	g	60327.00	1.173	0.2408	+++
ENSG00000069482.6	a	g	60327.00	1.098	0.2722	+++
ENSG00000109762.14	a	g	60327.00	-2.262	0.02367	--+
ENSG00000125900.11	a	g	60327.00	-0.266	0.7906	+--
ENSG00000167117.7	a	g	60327.00	1.286	0.1985	+--
ENSG00000222932.1	a	g	60327.00	-1.284	0.1993	--+
ENSG00000269845.1	a	g	60327.00	2.244	0.02484	+++
ENSG00000130770.16	a	g	60327.00	0.440	0.6603	++-
ENSG00000138674.15	a	g	60327.00	0.025	0.9801	-++
ENSG00000131061.12	a	g	60327.00	-0.557	0.5774	-+-
ENSG00000148346.10	a	g	60327.00	0.796	0.4258	+++
ENSG00000213160.8	a	g	60327.00	0.725	0.4686	-++
ENSG00000187210.11	a	g	60327.00	0.048	0.9616	+--
ENSG00000124812.13	a	g	20105.00	-0.759	0.4479	??-
ENSG00000259020.3	a	g	60327.00	-1.990	0.04664	--+
ENSG00000261210.4	a	g	60327.00	-0.520	0.6031	--+
ENSG00000168569.7	a	g	60327.00	2.187	0.02873	+++
ENSG00000137055.13	a	g	60327.00	-1.147	0.2514	-+-
ENSG00000196950.12	a	g	60327.00	-0.467	0.6406	---
ENSG00000013810.17	a	g	60327.00	1.032	0.302	+++
ENSG00000224916.7	a	g	60327.00	-1.143	0.2531	---
ENSG00000128791.10	a	g	60327.00	-2.528	0.01147	---
ENSG00000177613.8	a	g	60327.00	1.065	0.2869	+-+
ENSG00000159713.9	a	g	60327.00	-3.870	0.0001089	---
ENSG00000158457.5	a	g	60327.00	-0.822	0.4109	-+-
ENSG00000073350.12	a	g	60327.00	-1.088	0.2765	--+
ENSG00000224960.3	a	g	60327.00	-0.187	0.8514	-++
ENSG00000151062.13	a	g	60327.00	-1.362	0.1732	---
ENSG00000124882.3	a	g	60327.00	1.758	0.07878	+-+
ENSG00000174339.2	a	g	60327.00	0.158	0.8741	--+
ENSG00000183520.10	a	g	60327.00	-0.463	0.6434	---
ENSG00000203485.11	a	g	60327.00	-0.244	0.8072	--+
ENSG00000252217.1	a	g	60327.00	-2.416	0.01571	---
ENSG00000153363.11	a	g	60327.00	1.752	0.07984	+-+
ENSG00000144635.7	a	g	60327.00	-0.798	0.4247	--+
ENSG00000185674.8	a	g	60327.00	1.608	0.1077	+++
ENSG00000213619.8	a	g	60327.00	1.178	0.239	++-
ENSG00000188991.3	a	g	60327.00	1.706	0.08804	+++
ENSG00000200496.1	a	g	60327.00	-0.547	0.5844	--+
ENSG00000163982.5	a	g	60327.00	1.630	0.1032	-++
ENSG00000075151.18	a	g	60327.00	-1.432	0.1521	---
ENSG00000182916.7	a	g	60327.00	-1.671	0.09473	---
ENSG00000168769.11	a	g	60327.00	-2.220	0.02643	---
ENSG00000006432.14	a	g	60327.00	-0.432	0.666	--+
ENSG00000160796.15	a	g	60327.00	-0.231	0.8171	+--
ENSG00000169895.5	a	g	60327.00	0.728	0.4665	+++
ENSG00000160951.3	a	g	60327.00	1.668	0.09531	+++
ENSG00000118217.5	a	g	60327.00	-1.558	0.1193	--+
ENSG00000236349.1	a	g	60327.00	0.689	0.491	-++
ENSG00000061656.8	a	g	60327.00	0.962	0.3362	++-
ENSG00000182383.8	a	g	60327.00	-0.393	0.6941	+--
ENSG00000106511.5	a	g	60327.00	0.210	0.8338	-+-
ENSG00000269556.6	a	g	60327.00	0.534	0.5931	+-+
ENSG00000018699.10	a	g	60327.00	1.628	0.1035	+++
ENSG00000197771.11	a	g	60327.00	-1.736	0.08254	---
ENSG00000165244.6	a	g	60327.00	1.796	0.07253	-++
ENSG00000096746.16	a	g	60327.00	-2.007	0.04472	--+
ENSG00000119121.20	a	g	60327.00	-0.098	0.9221	--+
ENSG00000178556.8	a	g	60327.00	1.925	0.05422	+++
ENSG00000167767.12	a	g	60327.00	-1.173	0.2407	--+
ENSG00000173692.11	a	g	60327.00	2.432	0.015	+++
ENSG00000173542.7	a	g	60327.00	-0.117	0.9072	+--
ENSG00000175416.11	a	g	60327.00	-1.855	0.06365	---
ENSG00000104472.8	a	g	60327.00	1.775	0.07597	+++
ENSG00000114698.13	a	g	60327.00	0.879	0.3793	-++
ENSG00000151552.10	a	g	60327.00	0.721	0.471	+++
ENSG00000085415.14	a	g	60327.00	2.037	0.04169	+++
ENSG00000158882.11	a	g	60327.00	-1.161	0.2458	+--
ENSG00000067082.13	a	g	60327.00	2.044	0.04096	+-+
ENSG00000113615.11	a	g	60327.00	0.552	0.5811	++-
ENSG00000213190.3	a	g	60327.00	-0.928	0.3536	---
ENSG00000128849.10	a	g	60327.00	1.115	0.2648	++-
ENSG00000134444.12	a	g	60327.00	-1.271	0.2037	---
ENSG00000265894.2	a	g	60327.00	-0.255	0.7988	-++
ENSG00000089692.7	a	g	60327.00	0.437	0.6624	-++
ENSG00000142163.7	a	g	60327.00	-0.057	0.9543	+--
ENSG00000207279.1	a	g	60327.00	2.072	0.0383	-++
ENSG00000173137.10	a	g	60327.00	-0.361	0.7185	--+
ENSG00000199584.1	a	g	60327.00	-0.223	0.8233	+--
ENSG00000197062.10	a	g	60327.00	-0.208	0.8352	-+-
ENSG00000170946.13	a	g	60327.00	2.997	0.002724	+++
ENSG00000112576.11	a	g	60327.00	-1.922	0.05456	---
ENSG00000083312.16	a	g	60327.00	-2.223	0.02621	-+-
ENSG00000048140.16	a	g	60327.00	0.088	0.9301	++-
ENSG00000185670.7	a	g	60327.00	-0.343	0.7312	--+
ENSG00000124787.12	a	g	60327.00	-0.157	0.8756	-++
ENSG00000078269.12	a	g	60327.00	1.908	0.05645	+++
ENSG00000174327.6	a	g	60327.00	-0.808	0.4194	+--
ENSG00000130226.15	a	g	60327.00	-1.461	0.1441	---
ENSG00000112357.11	a	g	60327.00	-0.218	0.8278	++-
ENSG00000170236.13	a	g	60327.00	-1.188	0.2346	---
ENSG00000214194.7	a	g	60327.00	-0.493	0.6221	-+-
ENSG00000228401.4	a	g	60327.00	1.241	0.2147	+-+
ENSG00000119640.7	a	g	60327.00	0.486	0.6268	+-+
ENSG00000148584.13	a	g	60327.00	0.338	0.735	-+-
ENSG00000105778.16	a	g	60327.00	-0.397	0.6913	+--
ENSG00000167619.10	a	g	60327.00	1.080	0.28	--+
ENSG00000118508.4	a	g	60327.00	-1.069	0.2853	--+
ENSG00000181856.13	a	g	60327.00	-1.248	0.2119	---
ENSG00000169682.16	a	g	60327.00	0.377	0.706	--+
ENSG00000252562.1	a	g	60327.00	0.844	0.3986	--+
ENSG00000100722.17	a	g	60327.00	0.494	0.621	++-
ENSG00000165714.9	a	g	60327.00	-0.268	0.7888	+-+
ENSG00000268798.1	a	g	60327.00	0.358	0.7204	+--
ENSG00000171501.8	a	g	60327.00	-0.697	0.4859	+--
ENSG00000201492.1	a	g	60327.00	-0.653	0.514	+--
ENSG00000147127.7	a	g	60327.00	-1.901	0.05734	---
ENSG00000176435.6	a	g	60327.00	2.304	0.02122	+++
ENSG00000109270.11	a	g	60327.00	-1.918	0.0551	---
ENSG00000137040.9	a	g	60327.00	2.000	0.04546	++-
ENSG00000179750.14	a	g	60327.00	-0.396	0.6917	-++
ENSG00000166337.8	a	g	60327.00	0.002	0.9984	-+-
ENSG00000240927.3	a	g	60327.00	0.775	0.4385	-++
ENSG00000167193.7	a	g	60327.00	-0.505	0.6132	+--
ENSG00000186818.11	a	g	60327.00	-1.427	0.1536	---
ENSG00000188710.2	a	g	60327.00	-0.719	0.4721	-+-
ENSG00000203730.2	a	g	60327.00	0.647	0.5177	-++
ENSG00000171217.5	a	g	60327.00	-2.512	0.01201	---
ENSG00000163935.12	a	g	60327.00	-0.027	0.9781	-++
ENSG00000268592.3	a	g	60327.00	0.875	0.3815	-++
ENSG00000066044.12	a	g	60327.00	-1.926	0.05415	---
ENSG00000187609.14	a	g	60327.00	0.039	0.9692	-++
ENSG00000263815.2	a	g	60327.00	2.181	0.02915	+-+
ENSG00000160716.4	a	g	60327.00	-0.532	0.595	-+-
ENSG00000161996.16	a	g	60327.00	0.967	0.3337	+++
ENSG00000183808.10	a	g	60327.00	-1.453	0.1463	+--
ENSG00000207269.1	a	g	60327.00	-0.859	0.3903	-+-
ENSG00000203334.4	a	g	60327.00	1.583	0.1134	+++
ENSG00000116039.10	a	g	60327.00	-1.440	0.1497	---
ENSG00000206633.1	a	g	60327.00	1.087	0.2769	++-
ENSG00000123104.10	a	g	60327.00	-2.204	0.02754	---
ENSG00000167721.9	a	g	60327.00	1.258	0.2085	+++
ENSG00000198369.8	a	g	60327.00	-1.562	0.1183	---
ENSG00000031003.9	a	g	60327.00	3.023	0.0025	+++
ENSG00000222057.1	a	g	60327.00	-0.478	0.6327	+-+
ENSG00000198155.5	a	g	40209.00	1.331	0.1832	+?+
ENSG00000101447.12	a	g	60327.00	-0.032	0.9746	+-+
ENSG00000162695.10	a	g	60327.00	1.905	0.05678	+++
ENSG00000234125.5	a	g	60327.00	1.090	0.2756	+-+
ENSG00000105705.14	a	g	60327.00	0.117	0.9065	+-+
ENSG00000102543.13	a	g	60327.00	1.333	0.1827	+++
ENSG00000170523.3	a	g	60327.00	-0.098	0.9221	+--
ENSG00000137309.18	a	g	60327.00	0.370	0.7117	--+
ENSG00000171956.6	a	g	60327.00	1.717	0.08605	+++
ENSG00000200571.1	a	g	60327.00	0.394	0.6937	+-+
ENSG00000222986.1	a	g	40222.00	-0.731	0.4649	--?
ENSG00000167770.10	a	g	60327.00	-0.960	0.3373	+--
ENSG00000261308.1	a	g	60327.00	0.407	0.684	-++
ENSG00000272253.1	a	g	60327.00	-1.429	0.1529	---
ENSG00000104904.11	a	g	60327.00	-0.246	0.8054	+--
ENSG00000135930.12	a	g	60327.00	-0.177	0.8594	-++
ENSG00000133740.9	a	g	60327.00	0.068	0.9455	-++
ENSG00000111450.12	a	g	60327.00	-2.109	0.03498	---
ENSG00000174417.2	a	g	60327.00	-0.134	0.8932	++-
ENSG00000241613.3	a	g	60327.00	1.326	0.1848	+-+
ENSG00000184992.10	a	g	60327.00	-2.406	0.01613	--+
ENSG00000244294.3	a	g	60327.00	0.229	0.8186	+--
ENSG00000104613.10	a	g	60327.00	-1.307	0.1911	---
ENSG00000143748.16	a	g	60327.00	-0.791	0.429	-+-
ENSG00000178950.15	a	g	60327.00	-1.624	0.1043	---
ENSG00000189227.5	a	g	60327.00	0.089	0.9292	++-
ENSG00000267278.4	a	g	60327.00	-0.654	0.513	--+
ENSG00000164828.16	a	g	60327.00	-2.360	0.01828	---
ENSG00000102225.14	a	g	60327.00	-5.218	1.806e-07	---
ENSG00000161036.9	a	g	60327.00	0.932	0.3514	+++
ENSG00000079841.17	a	g	60327.00	-0.277	0.7815	-+-
ENSG00000160446.17	a	g	60327.00	-0.844	0.3984	+--
ENSG00000166961.13	a	g	60327.00	0.874	0.3824	+-+
ENSG00000204991.9	a	g	60327.00	0.716	0.4739	-++
ENSG00000119514.6	a	g	60327.00	1.853	0.06389	+++
ENSG00000151445.14	a	g	60327.00	0.186	0.8523	++-
ENSG00000165434.7	a	g	60327.00	1.295	0.1952	+-+
ENSG00000131401.10	a	g	60327.00	-0.231	0.8169	+--
ENSG00000210127.1	a	g	60327.00	0.391	0.696	+--
ENSG00000181227.3	a	g	60327.00	1.135	0.2563	-++
ENSG00000130208.8	a	g	60327.00	0.186	0.8522	+-+
ENSG00000187024.12	a	g	60327.00	1.131	0.2582	-++
ENSG00000196976.6	a	g	60327.00	-1.152	0.2494	---
ENSG00000175573.6	a	g	60327.00	-1.127	0.2596	--+
ENSG00000065060.15	a	g	60327.00	0.355	0.7223	+--
ENSG00000252774.1	a	g	60327.00	-0.827	0.408	--+
ENSG00000129946.9	a	g	60327.00	1.909	0.0563	-++
ENSG00000136108.13	a	g	60327.00	3.659	0.0002536	+++
ENSG00000143515.15	a	g	60327.00	-0.413	0.6798	++-
ENSG00000232237.3	a	g	60327.00	0.015	0.9877	-++
ENSG00000135046.12	a	g	60327.00	-0.895	0.3709	-+-
ENSG00000170310.13	a	g	60327.00	0.510	0.6103	+++
ENSG00000170345.8	a	g	60327.00	1.551	0.1208	+-+
ENSG00000142973.11	a	g	60327.00	-0.870	0.3841	--+
ENSG00000151923.16	a	g	60327.00	0.578	0.5633	-+-
ENSG00000252992.1	a	g	60327.00	-0.079	0.9367	-+-
ENSG00000161281.9	a	g	60327.00	0.207	0.8357	++-
ENSG00000252321.1	a	g	60327.00	0.114	0.9095	+-+
ENSG00000164934.12	a	g	60327.00	2.050	0.04032	+-+
ENSG00000256762.1	a	g	60327.00	-1.284	0.199	+--
ENSG00000101040.18	a	g	60327.00	0.765	0.4442	-++
ENSG00000175106.15	a	g	60327.00	1.643	0.1005	+++
ENSG00000222880.1	a	g	60327.00	-0.245	0.8061	--+
ENSG00000186918.12	a	g	60327.00	1.985	0.04715	+-+
ENSG00000025156.11	a	g	60327.00	1.360	0.1737	+++
ENSG00000118058.19	a	g	60327.00	0.049	0.9606	-++
ENSG00000135914.5	a	g	60327.00	1.579	0.1144	++-
ENSG00000254936.4	a	g	60327.00	0.683	0.4947	-++
ENSG00000148840.9	a	g	60327.00	-0.108	0.9142	+--
ENSG00000113593.10	a	g	60327.00	1.224	0.2208	+++
ENSG00000146072.6	a	g	60327.00	-0.783	0.4334	--+
ENSG00000184330.10	a	g	60327.00	-1.058	0.29	+--
ENSG00000123454.9	a	g	60327.00	0.225	0.8218	+++
ENSG00000257074.3	a	g	60327.00	0.279	0.7803	+-+
ENSG00000177946.5	a	g	60327.00	0.237	0.8124	+--
ENSG00000185561.9	a	g	60327.00	1.075	0.2824	+-+
ENSG00000122863.5	a	g	60327.00	0.569	0.5696	-+-
ENSG00000257198.5	a	g	60327.00	1.001	0.317	+++
ENSG00000133878.7	a	g	60327.00	1.646	0.09966	+-+
ENSG00000100167.18	a	g	60327.00	1.533	0.1252	+++
ENSG00000134077.14	a	g	60327.00	3.315	0.0009164	+++
ENSG00000120675.5	a	g	60327.00	-0.485	0.6279	-+-
ENSG00000099800.6	a	g	60327.00	0.216	0.8289	+-+
ENSG00000128708.11	a	g	60327.00	1.657	0.09746	+++
ENSG00000186509.4	a	g	60327.00	-0.215	0.8296	+--
ENSG00000115942.7	a	g	60327.00	0.044	0.9645	+--
ENSG00000197375.11	a	g	60327.00	-1.784	0.07436	--+
ENSG00000100604.11	a	g	60327.00	1.633	0.1025	+-+
ENSG00000185515.13	a	g	60327.00	0.163	0.8708	+-+
ENSG00000128989.9	a	g	60327.00	1.346	0.1784	+++
ENSG00000154889.15	a	g	60327.00	-0.185	0.8532	-++
ENSG00000104951.14	a	g	60327.00	-0.095	0.9241	-+-
ENSG00000108479.10	a	g	60327.00	-1.144	0.2526	-+-
ENSG00000200209.1	a	g	60327.00	-2.072	0.03828	---
ENSG00000206822.1	a	g	60327.00	-1.540	0.1235	+--
ENSG00000149294.15	a	g	60327.00	-1.307	0.1911	-+-
ENSG00000198466.11	a	g	60327.00	-0.877	0.3803	+--
ENSG00000125458.5	a	g	60327.00	2.425	0.01531	+++
ENSG00000198354.5	a	g	60327.00	1.392	0.164	+--
ENSG00000244264.3	a	g	60327.00	0.786	0.4317	++-
ENSG00000162694.12	a	g	60327.00	0.360	0.7189	-++
ENSG00000185924.6	a	g	60327.00	-3.139	0.001694	---
ENSG00000164045.10	a	g	60327.00	-0.820	0.4124	---
ENSG00000235115.3	a	g	60327.00	0.019	0.9847	-++
ENSG00000152133.13	a	g	60327.00	1.408	0.1591	-++
ENSG00000040531.13	a	g	60327.00	-3.033	0.002419	---
ENSG00000138600.8	a	g	60327.00	2.235	0.02544	+++
ENSG00000182574.8	a	g	60327.00	-1.260	0.2077	-+-
ENSG00000197620.9	a	g	60327.00	-0.977	0.3283	+--
ENSG00000169918.8	a	g	60327.00	0.187	0.8519	--+
ENSG00000252856.1	a	g	60327.00	-1.428	0.1532	---
ENSG00000112414.13	a	g	60327.00	0.719	0.472	+++
ENSG00000100815.11	a	g	60327.00	0.500	0.6173	+-+
ENSG00000166527.6	a	g	60327.00	-1.211	0.2257	+--
ENSG00000148154.8	a	g	60327.00	-0.066	0.9473	+--
ENSG00000129467.12	a	g	60327.00	-0.495	0.6209	+--
ENSG00000121900.17	a	g	60327.00	0.243	0.8079	-++
ENSG00000276031.1	a	g	60327.00	-0.649	0.5163	-++
ENSG00000118702.8	a	g	60327.00	-0.232	0.8169	++-
ENSG00000200534.1	a	g	60327.00	-0.070	0.9443	-+-
ENSG00000170004.15	a	g	60327.00	3.245	0.001172	+++
ENSG00000112115.5	a	g	60327.00	0.135	0.8926	++-
ENSG00000225051.5	a	g	60327.00	0.272	0.7855	++-
ENSG00000189007.14	a	g	60327.00	1.008	0.3133	-++
ENSG00000163083.5	a	g	60327.00	-0.537	0.5915	+-+
ENSG00000166024.12	a	g	60327.00	0.591	0.5543	++-
ENSG00000165424.6	a	g	60327.00	1.455	0.1456	+++
ENSG00000174226.7	a	g	60327.00	0.141	0.8878	-++
ENSG00000197651.4	a	g	60327.00	-0.147	0.8832	+--
ENSG00000125354.21	a	g	60327.00	0.641	0.5213	-+-
ENSG00000005059.14	a	g	60327.00	-2.296	0.02169	---
ENSG00000272028.1	a	g	40209.00	0.294	0.7687	+?-
ENSG00000114107.7	a	g	20118.00	0.525	0.5996	?+?
ENSG00000122882.9	a	g	60327.00	2.652	0.007996	+++
ENSG00000168260.2	a	g	60327.00	-0.677	0.4986	+--
ENSG00000116857.15	a	g	60327.00	-0.071	0.9434	--+
